timestamp,text,like_count,reply_count,author
2020-06-02T13:50:26Z,part 2 plsss .. alita look's like SUE RAMIREZ pinay actress in Philippines.,1,0,alvin quetua
2020-05-31T22:48:38Z,This movie was so good. I really hope they make part 2.,0,0,Antonecza Rajanayagam
2020-05-31T20:52:03Z,çok güzel bir filmdi  2 bölümü dört gözle bekliyorum,0,0,Aşkın Halaçlı
2020-05-31T14:52:28Z,waiting i,0,0,loving synerGi
2020-05-30T08:05:04Z,I am definitely 9to watch this for sure 🤟🤟🏻🤟🤟🏻,0,0,Husnain Naeem
2020-05-29T11:48:19Z,im telling my kids this is blade runner,0,0,Ali Dangou
2020-05-29T09:35:14Z,null,0,0,acsenan chese
2020-05-29T08:33:18Z,anyone knows the part 2 release date  ?,0,0,Eaxan Dany
2020-05-29T08:29:59Z,one of the best movies i ever seen,0,0,EXIT
2020-05-28T10:20:31Z,THIS MUST HAVE A SEQUEL!,0,0,blink182ita
2020-05-27T14:19:51Z,just few more months for the sequel    C Y B E R P U N K   2 0 7 7,0,0,Sharat Siddibhavi
2020-05-26T20:47:09Z,cyberpunk 2077 looks AWESOME !,0,0,EpicLootz
2020-05-26T07:51:35Z,#AlitaBattleAngel #AlitaArmy #AlitaSequel #Sequel #Alita #Alita2,0,0,Hannah Balboa
2020-05-26T01:59:42Z,If they can do this. Then they definitely need to do igpx,0,0,pj hall
2020-05-25T05:03:15Z,And here i am enjoying every classic masterpiece film i could ever watch,0,0,Prince Badger
2020-05-24T23:42:48Z,My bro wouldn’t watch it because he said his video characters are cooler. But who else agrees Alita is awesome?,0,0,Everley M0164
2020-05-24T20:01:35Z,It looks like there is room for a Sequel.  I really hope there is one.,0,0,sai chan
2020-05-24T05:16:37Z,How does this not have more views!????,1,0,Robert Matthews
2020-05-23T10:11:58Z,I loved this movie before I saw the trailer I just say the poster had to watch 15 times and still going 😂,0,0,ADG
2020-05-23T08:49:05Z,She’s not real what the he’ll,0,0,Jade Beaut
2020-05-23T03:05:49Z,Ps5 release with Alita: Battle Angel 😲🙃,0,0,Danno Cannon
2020-05-22T14:42:09Z,Awesome!,1,0,Martin
2020-05-21T08:30:46Z,"Dont trust the rating,",1,0,Lunar
2020-05-21T08:16:12Z,( ͡ʘ ͜ʖ ͡ʘ),0,0,aeterna789
2020-05-20T20:10:45Z,"I don't know, it kinda reminds me of cyberpunk 2077, anyone else?",1,0,bbalint 25
2020-05-19T21:01:41Z,Those eyes haunt me in my dreams at night,1,0,Crusade Man
2020-05-18T08:04:39Z,"If you liked this movie, we need to be friends!",3,1,Black Star
2020-05-18T03:41:14Z,It's very sad that movie was a flop.,0,0,Santosh Namala
2020-05-17T19:33:37Z,Alita: Battle Angel is literally a United States 2020 version of the 2009 Japanese Astro Boy movie 👍,0,0,Owen
2020-05-17T18:37:47Z,Next ... Detroit Become Human,1,0,Hash Browns
2020-05-17T11:08:48Z,"Awesome movie, best ive seen in a long time",0,0,Lennys Gaming
2020-05-17T05:45:16Z,This movie is best,0,0,MOHAMMAD RAHMAN
2020-05-16T21:13:20Z,Wow its so so good movie 😘😘😘😘,0,0,fandi kapoor
2020-05-15T15:54:03Z,wow. just wow. so good.,1,0,Rob
2020-05-14T12:40:27Z,"Because of this movie i made my first commend on youtube now, one of the best or even the best movie i've ever seen in my life! Give me more!!!!",3,1,Frit Ze
2020-05-14T05:22:51Z,I still regret to not see this movie in cinema.  This movie is something named masterpiece❤you should watch this once in your life.,2,0,Waze Tylon
2020-05-13T23:40:28Z,my greatest regret with this movie is that I didn't see it in theaters. Its so good!!,2,0,Oreo Nerd
2020-05-13T23:19:04Z,Change the fact that she doesnt look like kaisa or project vayne from league of legends😂,1,0,kujna
