timestamp,text,like_count,reply_count,author
2020-06-04T17:14:04Z,w4er fea4r4r aw,0,0,Helton Gabriel
2020-06-04T17:14:00Z,sefeswaf4wf 4ewar w,0,0,Helton Gabriel
2020-06-04T06:10:18Z,"Perfect timing for me - the Beatles came out when I was 13, and ready for new music.  Would they be popular today, starting out? Impossible to answer - they wouldn't be the same people, with the same background. It's like asking if, say, Billie Eilish would have been popular in 1964. She surely wouldn't have had green hair!  And what if they were from a non-English country? Even Germany? Could they sell that sound in the States? Or GB? It would be an uphill battle. But even so - as good as they were, they had plenty of competition back then.  I'm glad I remember them! (but could I remember all the words?) And I loved the movie. Especially Lilly! And that painter who lived on the beach...",0,0,Jon Doe
2020-06-03T23:43:23Z,Excited to see Himesh Patel in Tenet this July.,0,0,Jack Benner’s Movie Reviews
2020-06-02T14:05:16Z,"Where can I watch this movie, please someone share.",0,0,The Hitchhiker
2020-05-27T08:53:18Z,"Wish I could live in a universe where Justin Bieber and the ""nobody"" memes never existed",3,0,MrToa510
2020-05-25T11:50:18Z,"Really liked the movie, really didn't like HER (the character, not the actress)",0,0,Gustavo Hernán Sánchez
2020-05-24T07:50:06Z,Coke too doesn't exist?? 😂,0,0,Cresfe Murillo
2020-05-23T16:22:21Z,Oasis,0,0,Oasis
2020-05-23T10:09:58Z,"It was a nice movie, the last scene when they show the other 2 ppl who remember the Beatles,dancing to the music , got me in tears. They appreciated him for singing the songs cuz they couldn’t. At times I was frustrated by the movie cuz I wanted to hear and see him singing more of the songs to the crowds, it was disappointing that it didn’t show much of that. I have actually more appreciation to these songs and the Beatles now.",0,0,luvyou baby
2020-05-22T18:54:53Z,0:26-you bought me with the song...🥰🤤😍,0,0,Dada Djukic
2020-05-20T20:25:49Z,with budget Kiera Knightly....,0,0,Ben Ruckus
2020-05-18T00:14:49Z,movie was trash,1,0,K4yr4h
2020-05-16T21:53:59Z,I LOVED MORE The TRAILER THAN THE MOVIE :),1,0,TetraFoot
2020-05-11T21:53:07Z,such a terrible film .... I could barely survive through the entire run-time.   Kate McKinnon was just not the right choice for the role.,0,0,The Dark Knight
2020-05-07T18:52:48Z,This is what happens when zayn malik leave the band and singing a 1D songs.,0,0,YOUNG movement
2020-05-07T12:53:02Z,Another copycat from Asian movie,0,0,viv Viv
2020-05-05T11:04:31Z,Oh hell yeah I'm gonna watch it when i have time.,1,0,This Is A Great Name
