timestamp,text,like_count,reply_count,author
2020-06-04T16:44:07Z,The movie was nowhere near as scary as the book. Can't prove me wrong.,0,0,Praneel Gottipati
2020-06-02T16:40:01Z,https://youtu.be/NGfutNQ8_D4,0,0,Can You Believe It?
2020-06-01T16:59:38Z,Movie was good but damn Stella is really annoying and it was all her idea to go to the haunted house anyway lol,0,0,Vito Xiong
2020-05-31T17:35:04Z,This movie seems to be exactly what’s wrong with horror movies today. There’s no fear of the bang only the anticipation of it. Where is the suspense now? We’ve seen all the monsters we know exactly what’s going to happen? The only remotely frightening bits are the occasional jump from a cheap jump scare.,0,0,Mark Neill
2020-05-29T19:13:18Z,True Horror Story (The Mark of the Beast) https://youtu.be/MtFLtHo8pPU,0,0,The Dark Stories
2020-05-28T15:08:47Z,Is it a bad thing that Tommy is my favorite character?,0,0,Lee Sapphire
2020-05-27T03:51:31Z,the best movie i see it  I wish the directed  make party II Thanks to you  #André #Ovredal for this movie ✔️,0,0,Anass Hilaly91
2020-05-26T20:07:54Z,trailer is better than the movie 😂not a scary movie for me and it's like a child movie..,0,0,J Sashi
2020-05-25T04:51:58Z,The movie was great! I hope to see more stuff from the books!,0,0,JubJub444
2020-05-24T10:32:55Z,Loved this movie great effects real scary stuff great young cast worth the time for anyone who likes a good fright,1,0,Darren Howell
2020-05-24T04:24:21Z,i just bought this dvd/film on amazon it look's so awesome,0,0,Nathan Rideout
2020-05-23T12:12:51Z,Done watching this hihi I think the second movie will be them finding someone who has supernatural powers that brings words to life just like inkheart but with a twist. There will be a consequence about stella wanted to bring his friends back. Idk haha can't wait😍,0,0,Ace Icaro
2020-05-23T10:12:54Z,"It did not do the book(s) justice. Harold was supposed to be scarier and the big toe ( that used to freak me out when I was a kid, I did not eat soup for an entire month). They really butcher the book(s).",0,0,Sally-Ann Marcus
2020-05-20T11:10:09Z,Can any1 tell how is the muv instead of speaking nonsence...,0,0,Pratik Poshirkar
2020-05-20T02:04:07Z,Looks dumb.,0,0,Paul von Oberstein
2020-05-19T16:16:27Z,Amazing movie 👍🏻,0,0,berk gündüz
2020-05-18T18:14:00Z,o trailer é tudo mas resume o filme todo em 2 minutos,0,0,eclético 4
2020-05-12T08:25:45Z,Staring trailer scene... i memorized jeepers.....,0,0,Nikesh Mohan
2020-05-11T05:17:05Z,Bruh the person in the hallway that was red is me in quarantine LMAOOOO,0,0,lilliana saldivar
2020-05-10T06:24:39Z,*hold my popcorn*,0,0,Desxred
2020-05-09T17:39:56Z,Is this even worth watching if I never read the books growing up?,1,0,Big Fella
2020-05-09T10:48:04Z,I would be looking for my toe too if I accidentally kicked an edge of a coffee table.,0,0,Hare Coakley
2020-05-07T09:59:30Z,Does doggy see anything,0,0,Jaswant Raj
2020-05-04T23:11:46Z,Looks like a great movie but I don't waste time on any great movie that is not full length .,1,0,lucky sol
2020-05-04T19:41:35Z,"The Trailer is way better than the whole movie, sorry.",0,0,Wanette
2020-05-04T13:22:26Z,final destination,0,0,Muhammad Zaifan A
2020-05-01T15:53:14Z,https://youtu.be/Vlya92LZqZw,0,0,jumi
2020-05-01T07:50:05Z,I feel sorry for the scarecrow,0,0,oskar neal
2020-04-30T20:18:03Z,"Ay, stop bullying Harold bro. He's just trying to do his job-",1,0,Egg McMuffin Rat
2020-04-30T19:11:46Z,Everyone: Scary! Me: Damn he got impaled in the asshole through his shoulder with a pole.,0,0,Whippetha creem
2020-04-30T06:14:59Z,one of the best horror stories I've seen,0,1,10M voices
2020-04-26T06:46:48Z,"""If we repeat stories enough... they become real""  Yah, like the repeated ""white girl with African/asian love interest"" narrative huh?...  #kalergisplan",0,0,Ben Austin
2020-04-25T16:46:39Z,Did Sarah figured out how to make Augie and Chuck come back? Or is this movie has a part 2?,0,0,Jhonford Uy
2020-04-25T12:01:44Z,Bruh..I read the book and 1. It was not the same AT ALL  2. THIS IS SOOO MUCH BETTER THAN THE DAMN BOOK,0,0,Empire Gamer
2020-04-25T10:35:15Z,"I find it hilarious how they for some reason, felt they had to incorporate racism into the film, just to have a shitty foundation to build off from. Fuckin' wiggers!!!",0,0,Man With A Plan
2020-04-25T02:32:50Z,https://www.youtube.com/watch?v=ixdtILm4EIs&t=30s,1,2,PARABEX
2020-04-24T07:25:35Z,Actually based on indian movie Krishna Cottage......nd man you're english ghosts are really pretty watch this one.,0,0,Sidhu
2020-04-24T02:27:39Z,dumb garbage for teen teen children..... YAWN,0,1,Soul Fly
2020-04-23T04:06:29Z,Can you guy do a part two when she try Figure out how she gone bring her friends back alive,2,1,Sidney Sanon
2020-04-21T19:54:36Z,this is basically final destination but more horror,0,0,AirDrop Crypto Daily
2020-04-21T09:49:30Z,Güzel filme benziyo korku severler için,0,0,rümeysa kkli
2020-04-21T04:10:09Z,I have this book in my room...,0,2,Rylee Lewis
2020-04-20T15:52:51Z,Scary Stories to Tell in the Dark  (2020) Full Movie HD Full Movie Streaming   ———————————————————————  quality HD  ➥  12-new-hd-flixstream.blogspot.com      All languages available           айлык алгыныз келеби? Бирок сиз бала менен уйдо,0,0,Widia Shintia
2020-04-15T18:43:44Z,Anyone else get heavy haunting of hill house vibes from this?,0,0,michael allison
2020-04-15T15:32:04Z,HHN 30 plz,0,0,Yung Rondo
2020-04-13T13:31:29Z,😱😱,0,0,Wassi La
2020-04-12T11:40:25Z,Check this stories:  https://shrinkme.io/Nkep,0,0,Me Or You
2020-04-09T23:59:36Z,good movie 😍👍🏼,0,0,Latifa Aldosary
2020-04-08T17:20:53Z,Reminds me of goosebumps and are you afraid of the dark series,0,0,Lone Wolf
2020-04-08T00:46:16Z,Donde la presentan?,0,0,Shaden Dominguez
