Year,Rank,Title
2010,1,Avatar
2010,2,Toy Story 3
2010,3,Alice in Wonderland
2010,4,Iron Man 2
2010,5,The Twilight Saga: Eclipse
2010,6,Inception
2010,7,Harry Potter and the Deathly Hallows: Part 1
2010,8,Despicable Me
2010,9,Shrek Forever After
2010,10,How to Train Your Dragon
2010,11,The Karate Kid
2010,12,Clash of the Titans
2010,13,Grown Ups
2010,14,Tangled
2010,15,Megamind
2010,16,The Last Airbender
2010,17,Shutter Island
2010,18,The Other Guys
2010,19,Salt
2010,20,TRON: Legacy
2010,21,Jackass 3D
2010,22,Valentine's Day
2010,23,Sherlock Holmes
2010,24,Robin Hood
2010,25,The Expendables
2010,26,Due Date
2010,27,Alvin and the Chipmunks: The Squeakquel
2010,28,Date Night
2010,29,Sex and the City 2
2010,30,The Book of Eli
2010,31,The Social Network
2010,32,The Town
2010,33,Prince of Persia: The Sands of Time
2010,34,RED
2010,35,Percy Jackson & the Olympians: The Lightning Thief
2010,36,Paranormal Activity 2
2010,37,Little Fockers
2010,38,Eat Pray Love
2010,39,The Chronicles of Narnia: The Voyage of the Dawn Treader
2010,40,Dear John
2010,41,Unstoppable
2010,42,The A-Team
2010,44,Dinner for Schmucks
2010,45,It's Complicated
2010,46,True Grit
2010,47,The Bounty Hunter
2010,48,Diary of a Wimpy Kid
2010,49,The Sorcerer's Apprentice
2010,50,A Nightmare on Elm Street
2010,51,The Last Song
2010,52,The Wolfman
2010,53,Get Him to the Greek
2010,54,Resident Evil: Afterlife
2010,55,Why Did I Get Married Too?
2010,56,Tooth Fairy
2010,57,The Blind Side
2010,58,Secretariat
2010,59,Easy A
2010,60,Takers
2010,61,Yogi Bear
2010,62,Legend of the Guardians: The Owls of Ga'Hoole
2010,63,Letters to Juliet
2010,64,Life as We Know It
2010,65,Wall Street: Money Never Sleeps
2010,66,Predators
2010,67,Hot Tub Time Machine
2010,68,Up in the Air
2010,69,The Tourist
2010,70,Kick-Ass
2010,71,Killers
2010,72,Saw: The Final Chapter
2010,73,Cop Out
2010,74,The Lovely Bones
2010,75,Cats & Dogs: The Revenge of Kitty Galore
2010,76,Edge of Darkness
2010,77,Death at a Funeral
2010,78,Step Up 3D
2010,79,The Last Exorcism
2010,80,Black Swan
2010,81,Legion
2010,82,The Crazies
2010,83,The Fighter
2010,84,Crazy Heart
2010,85,For Colored Girls
2010,86,The Back-up Plan
2010,87,Burlesque
2010,88,Vampires Suck
2010,89,The American
2010,90,Green Zone
2010,91,Marmaduke
2010,92,Devil
2010,93,Hereafter
2010,94,When in Rome
2010,95,She's Out of My League
2010,96,Scott Pilgrim vs. the World
2010,97,Charlie St. Cloud
2010,98,Love & Other Drugs
2010,99,Morning Glory
2010,100,Daybreakers
2010,101,Nanny McPhee Returns
2010,102,The Princess and the Frog
2010,103,The Switch
2010,104,Brooklyn's Finest
2010,105,Machete
2010,106,Ramona and Beezus
2010,107,Leap Year
2010,108,You Again
2010,109,Alpha and Omega
2010,110,Piranha 3D
2010,111,Lottery Ticket
2010,112,The Spy Next Door
2010,113,From Paris with Love
2010,114,The Losers
2010,115,Faster
2010,116,How Do You Know
2010,117,Just Wright
2010,118,Skyline
2010,119,Gulliver's Travels
2010,120,The Next Three Days
2010,121,The Kids Are All Right
2010,122,Our Family Wedding
2010,123,Hubble 3D
2010,125,Remember Me
2010,126,Going the Distance
2010,127,The King's Speech
2010,128,Furry Vengeance
2010,130,The Ghost Writer
2010,131,Youth in Revolt
2010,132,My Soul to Take
2010,133,Repo Men
