Year,Rank,Title
2011,1,Harry Potter and the Deathly Hallows: Part 2
2011,2,Transformers: Dark of the Moon
2011,3,The Twilight Saga: Breaking Dawn - Part 1
2011,4,The Hangover Part II
2011,5,Pirates of the Caribbean: On Stranger Tides
2011,6,Fast Five
2011,7,Cars 2
2011,8,Thor
2011,9,Rise of the Planet of the Apes
2011,10,Captain America: The First Avenger
2011,11,The Help
2011,12,Bridesmaids
2011,13,Kung Fu Panda 2
2011,14,X-Men: First Class
2011,15,Puss in Boots
2011,16,Rio
2011,17,The Smurfs
2011,18,Super 8
2011,19,Sherlock Holmes: A Game of Shadows
2011,20,Rango
2011,21,Mission: Impossible - Ghost Protocol
2011,22,The King's Speech
2011,23,Horrible Bosses
2011,24,Green Lantern
2011,25,Hop
2011,26,Paranormal Activity 3
2011,27,Just Go with It
2011,28,True Grit
2011,29,Bad Teacher
2011,30,Cowboys & Aliens
2011,31,Gnomeo & Juliet
2011,32,The Green Hornet
2011,33,The Lion King  2011 3D Release
2011,34,Alvin and the Chipmunks: Chipwrecked
2011,35,Real Steel
2011,36,"Crazy, Stupid, Love"
2011,37,Battle Los Angeles
2011,38,Immortals
2011,39,The Muppets
2011,40,Zookeeper
2011,41,Limitless
2011,42,Tower Heist
2011,43,Contagion
2011,44,Moneyball
2011,45,Justin Bieber: Never Say Never
2011,46,Dolphin Tale
2011,47,Jack and Jill
2011,48,No Strings Attached
2011,49,Mr. Popper's Penguins
2011,50,Black Swan
2011,51,Little Fockers
2011,52,Unknown
2011,53,The Adjustment Bureau
2011,54,Happy Feet Two
2011,55,Water for Elephants
2011,56,The Lincoln Lawyer
2011,57,Midnight in Paris
2011,58,Friends with Benefits
2011,59,I Am Number Four
2011,60,Source Code
2011,61,The Fighter
2011,62,TRON: Legacy
2011,63,Insidious
2011,64,Tyler Perry's Madea's Big Happy Family
2011,65,Diary of a Wimpy Kid: Rodrick Rules
2011,67,The Girl with the Dragon Tattoo
2011,68,Hugo
2011,69,The Dilemma
2011,70,Arthur Christmas
2011,71,Hall Pass
2011,72,New Year's Eve
2011,73,Soul Surfer
2011,74,The Adventures of Tintin
2011,75,Yogi Bear
2011,76,Final Destination 5
2011,77,The Ides of March
2011,78,Hanna
2011,79,Tangled
2011,80,Something Borrowed
2011,81,Spy Kids 4-D: All the Time in the World
2011,82,The Descendants
2011,83,Scream 4
2011,84,"Big Mommas: Like Father, Like Son"
2011,85,Red Riding Hood
2011,86,Paul
2011,87,The Roommate
2011,88,We Bought a Zoo
2011,89,Jumping the Broom
2011,90,The Change-Up
2011,91,30 Minutes or Less
2011,92,In Time
2011,93,Colombiana
2011,94,J. Edgar
2011,95,Sucker Punch
2011,96,War Horse
2011,97,Larry Crowne
2011,98,50/50
2011,99,A Very Harold & Kumar Christmas
2011,100,Drive
2011,101,Courageous
2011,102,The Rite
2011,103,Arthur
2011,104,The Debt
2011,105,Priest
2011,106,The Mechanic
2011,107,Abduction
2011,108,Beastly
2011,109,Winnie the Pooh
2011,110,The Sitter
2011,111,Killer Elite
2011,112,Season of the Witch
2011,113,Our Idiot Brother
2011,114,The Chronicles of Narnia: The Voyage of the Dawn Treader
2011,115,Don't Be Afraid of the Dark
2011,116,Sanctum
2011,117,Monte Carlo
2011,118,Gulliver's Travels
2011,119,Your Highness
2011,120,Mars Needs Moms
2011,121,Dream House
2011,122,Conan the Barbarian
2011,123,The Three Musketeers
2011,124,Country Strong
2011,125,The Eagle
2011,126,Shark Night 3D
2011,127,Fright Night
2011,128,Apollo 18
2011,129,The Tourist
2011,130,The Thing
2011,131,Harry Potter and the Deathly Hallows: Part 1
2011,132,African Cats
2011,133,Born to Be Wild
2011,134,Judy Moody and the Not Bummer Summer
2011,135,What's Your Number?
2011,136,One Day
2011,137,Warrior
2011,138,The Tree of Life
2011,139,The Rum Diary
2011,140,Glee: The 3D Concert Movie
2011,141,The Darkest Hour
2011,142,The Conspirator
2011,143,Young Adult
2011,144,Jane Eyre
2011,145,Drive Angry
2011,146,Straw Dogs
2011,147,Win Win
2011,149,Prom
2011,150,Hubble 3D
2011,151,I Don't Know How She Does It
2011,152,Blue Valentine
2011,153,My Week with Marilyn
2011,154,How Do You Know
2011,155,Johnny English Reborn
2011,156,127 Hours
2011,157,Kevin Hart: Laugh at My Pain
2011,158,Sarah's Key
2011,159,The Big Year
2011,160,Take Me Home Tonight
2011,161,Cedar Rapids
2011,162,Beginners
2011,163,The Guard
2011,164,Cave of Forgotten Dreams
2011,165,Margin Call
2011,166,Biutiful
2011,167,Megamind
2011,168,Atlas Shrugged: Part I
2011,169,The Artist
2011,170,Anonymous
2011,171,The Company Men
2011,172,Barney's Version
2011,173,Seven Days in Utopia
2011,175,The Social Network
2011,176,Buck
2011,177,Of Gods and Men
2011,178,Under the Sea 3D
2011,179,Tinker Tailor Soldier Spy
2011,180,Like Crazy
2011,181,The King's Speech  PG-13 Version
2011,182,Sea Rex 3D: Journey to a Prehistoric World
2011,183,Zindagi Na Milegi Dobara
2011,184,From Prada to Nada
2011,185,The Skin I Live In
2011,186,Martha Marcy May Marlene
2011,187,Another Year
2011,188,Don 2
2011,189,Everything Must Go
2011,190,The Way Back
2011,191,Bucky Larson: Born to Be a Star
2011,192,Ra.One
2011,193,Melancholia
2011,194,Unstoppable
2011,195,The Grace Card
2011,196,Space Station 3D
2011,197,The Illusionist
2011,198,Incendies
2011,199,Burlesque
2011,200,The Trip
2011,201,Rabbit Hole
2011,202,The Mighty Macs
2011,203,Shame
2011,204,Bodyguard
2011,205,A Better Life
2011,206,Take Shelter
2011,207,Potiche
2011,208,Senna
2011,209,Due Date
2011,210,I Am
2011,211,Delhi Belly
2011,212,The Double Hour
2011,213,Bill Cunningham: New York
2011,214,Somewhere
2011,215,The Art of Getting By
2011,216,A Dangerous Method
2011,217,Saving Private Perez
2011,218,Certified Copy
2011,219,The Devil's Double
2011,220,The Oscar Nominated Short Films 2011: Live Action
2011,221,Snow Flower and the Secret Fan
2011,222,"It's Not You, It's Me"
2011,223,Another Earth
2011,224,Love & Other Drugs
2011,225,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest"
2011,226,Kill the Irishman
2011,227,Dylan Dog: Dead of Night
2011,228,The Whistleblower
2011,229,Red State
2011,230,The Heart Specialist
2011,231,RED
2011,232,Desi Boyz
2011,233,There Be Dragons
2011,235,Page One: Inside the New York Times
2011,236,Attack the Block
2011,237,Inside Job
2011,238,In a Better World
2011,239,Crazy Mad Lover
2011,240,Rockstar
2011,242,The Beaver
2011,243,Blank City
2011,244,Ready
2011,245,Casino Jack
2011,246,Sholem Aleichem: Laughing in the Darkness
2011,248,Secretariat
2011,250,13 Assassins
2011,253,Forks Over Knives
2011,254,Mausam
2011,255,Point Blank
2011,257,The Polar Express  2011 IMAX Release
2011,258,Hobo with a Shotgun
2011,259,Tabloid
2011,260,Mozart's Sister
2011,261,Made in Dagenham
2011,262,My Afternoons with Margueritte
2011,263,Terri
2011,264,Reservation
2011,265,Life as We Know It
2011,266,The Greatest Movie Ever Sold
2011,267,The Last Lions
2011,268,Mumbai Diaries
2011,269,The Future
2011,270,Take a Shot
2011,271,Double Dhamaal
2011,273,Love Crime
2011,274,Machine Gun Preacher
2011,275,The Greatest Miracle
2011,276,Even the Rain
2011,277,Deep Sea
2011,278,The Names of Love
2011,279,Creature
2011,281,Weekend
2011,282,Mere Brother Ki Dulhan
2011,283,Fair Game
2011,284,Queen to Play
2011,285,Pearl Jam Twenty
2011,286,Submarine
2011,287,Thank You
2011,288,Detective Dee: Mystery of the Phantom Flame
2011,289,The Women on the 6th Floor
2011,290,Circumstance
2011,291,No One Killed Jessica
2011,292,Faster
2011,293,Despicable Me
2011,294,The Salvation Poem
2011,295,Project Nim
2011,296,Le Havre
2011,297,The 5th Quarter
2011,298,Turtle: The Incredible Journey
2011,299,Hesher
2011,300,Miral
2011,301,Mooz-Lum
2011,302,Poetry
2011,303,The Princess of Montpensier
2011,304,Singham
2011,305,The First Grader
2011,306,Super
2011,307,Galapagos
2011,308,L'amour fou
2011,309,Carnage
2011,310,Winter's Bone
2011,311,Morning Glory
2011,313,Rascals
2011,314,The Black Power Mixtape 1967-1975
2011,315,The Interrupters
2011,316,The Mill and the Cross
2011,317,Seven Sins Forgiven
2011,318,Conan O'Brien Can't Stop
2011,319,Extremely Loud & Incredibly Close
2011,320,Munger Road
2011,321,Sea Monsters: A Prehistoric Adventure
2011,322,Phil Ochs: There But for Fortune
2011,323,The Music Never Stopped
2011,324,Passione
2011,325,Trollhunter
2011,326,Life in a Day
2011,327,War of the Arrows
2011,328,My Perestroika
2011,329,Being Elmo: A Puppeteer's Journey
2011,330,Gainsbourg: A Heroic Life
2011,331,Brighton Rock
2011,332,Into the Abyss
2011,333,Tucker and Dale vs Evil
2011,334,Happythankyoumoreplease
2011,335,The Afflicted
2011,336,The Wildest Dream
2011,337,Ip Man 2
2011,338,"Filth to Ashes, Flesh to Dust"
2011,339,El Bulli: Cooking in Progress
2011,340,A Good Old Fashioned Orgy
2011,341,The Girl Who Kicked the Hornet's Nest
2011,342,October Baby
2011,343,Pina
2011,344,Legend of the Guardians: The Owls of Ga'Hoole
2011,345,Bol
2011,346,Blackthorn
2011,347,Uncle Boonmee Who Can Recall His Past Lives
2011,348,Jig
2011,349,Amigo
2011,350,Go for It!
2011,351,Jackass 3D
2011,352,Bellflower
2011,353,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby"
2011,354,The Last Godfather
2011,355,Restless
2011,356,Pastorela
2011,357,The Housemaid
2011,358,Magic Trip: Ken Kesey's Search for a Kool Place
2011,359,3-D Sex and Zen: Extreme Ecstasy
2011,360,Nostalgia for the Light
2011,361,Le Quattro Volte
2011,362,Beginning of the Great Revival
2011,363,Revenge of the Electric Car
2011,364,Gun Hill Road
2011,365,Thunder Soul
2011,366,The Iron Lady
2011,367,The Human Centipede II (Full Sequence)
2011,368,Paranormal Activity 2
2011,369,Cold Weather
2011,370,Game
2011,371,The Double
2011,372,Red Lips
2011,373,Eames: The Architect & The Painter
2011,374,I Will Follow
2011,375,1911
2011,376,"Life, Above All"
2011,377,Evangelion: 2.0 You Can (Not) Advance
2011,378,If You Are the One 2
2011,379,I Saw the Devil
2011,380,Tees Maar Khan
2011,381,What Women Want
2011,382,The Last Mountain
2011,383,City of Life and Death
2011,384,Vision
2011,385,Trust
2011,386,Tiny Furniture
2011,387,Sigur Rós: Inni
2011,388,Kaboom
2011,389,The Undefeated
2011,390,35 and Ticking
2011,391,Mysteries of Lisbon
2011,392,The Warrior's Way
2011,393,Henry's Crime
2011,394,Young Goethe in Love
2011,395,Rubber
2011,396,Rejoice and Shout
2011,397,The Man Who Fell to Earth
2011,398,A Little Help
2011,399,My Dog Tulip
2011,400,Last Night
2011,401,Tomboy
2011,402,Chalo Dilli
2011,403,American: The Bill Hicks Story
2011,404,Evil Bong 3: The Wrath of Bong
2011,405,Oy Vey! My Son Is Gay!!
2011,406,Exporting Raymond
2011,407,Waste Land
2011,408,Vidal Sassoon: The Movie
2011,409,Carancho
2011,410,Elite Squad 2: The Enemy Within
2011,411,The Robber
2011,412,T-Rex: Back to the Cretaceous
2011,413,Inkubus
2011,414,Circo
2011,415,Beautiful Boy
2011,416,Oranges and Sunshine
2011,417,Kings of Pastry
2011,418,Summer Wars
2011,419,Four Lions
2011,420,The Tree
2011,422,The Warring States
2011,423,Puncture
2011,424,Get Low
2011,425,Pariah
2011,426,A Beautiful Life
2011,427,Shaolin
2011,428,Bhutto
2011,429,Battle of the Brides
2011,430,The Human Resources Manager
2011,431,Hereafter
2011,432,Public Speaking
2011,434,Heartbeats
2011,435,White Material
2011,436,If a Tree Falls: A Story of the Earth Liberation Front
2011,437,Viva Riva!
2011,438,How to Live Forever
2011,439,For Colored Girls
2011,440,Limelight
2011,441,Crime After Crime
2011,442,The Whale
2011,443,3
2011,444,Murder 2
2011,445,Undertow
2011,446,Farmageddon
2011,447,Finding Joe
2011,448,Into Eternity
2011,449,Dirty Girl
2011,450,Snowmen
2011,451,The Tempest
2011,452,The Other F Word
2011,453,My Reincarnation
2011,454,!Women Art Revolution
2011,455,Battleship Potemkin
2011,456,Putty Hill
2011,457,Legend of the Fist: The Return of Chen Zhen
2011,458,Orgasm Inc.
2011,459,The Perfect Host
2011,460,Love U... Mr. Kalakaar!
2011,461,"Lebanon, Pa."
2011,462,"The Butcher, the Chef, and the Swordsman"
2011,463,Pianomania
2011,464,What If...
2011,465,Alabama Moon
2011,466,Went the Day Well?
2011,467,Marwencol
2011,468,Diary of a Country Priest
2011,469,"Connected: An Autoblogography About Love, Death & Technology"
2011,470,The Woodmans
2011,471,Margaret
2011,472,The Next Three Days
2011,473,Every Day
2011,475,Texas Killing Fields
2011,476,The Strange Case of Angelica
2011,477,"Happy, Happy"
2011,478,In the Land of Blood and Honey
2011,479,Over Your Cities Grass Will Grow
2011,481,Magnificent Desolation: Walking on the Moon 3D
2011,482,Granito
