Year,Rank,Title
2019,1,Avengers: Endgame
2019,2,The Lion King
2019,3,Toy Story 4
2019,4,Frozen II
2019,5,Captain Marvel
2019,6,Star Wars: Episode IX - The Rise of Skywalker
2019,7,Spider-Man: Far from Home
2019,8,Aladdin
2019,9,Joker
2019,10,It Chapter Two
2019,11,Jumanji: The Next Level
2019,12,Us
2019,13,Fast & Furious Presents: Hobbs & Shaw
2019,14,John Wick: Chapter 3 - Parabellum
2019,15,How to Train Your Dragon: The Hidden World
2019,16,The Secret Life of Pets 2
2019,17,Pokémon Detective Pikachu
2019,18,Once Upon a Time... in Hollywood
2019,19,Shazam!
2019,20,Aquaman
2019,21,Knives Out
2019,22,Dumbo
2019,23,Maleficent: Mistress of Evil
2019,24,Glass
2019,25,Godzilla: King of the Monsters
2019,26,The Upside
2019,27,Ford v Ferrari
2019,28,The Lego Movie 2: The Second Part
2019,29,Hustlers
2019,30,The Addams Family
2019,31,Downton Abbey
2019,32,Rocketman
2019,33,Alita: Battle Angel
2019,34,Good Boys
2019,35,Spider-Man: Into the Spider-Verse
2019,36,Men in Black: International
2019,37,Annabelle Comes Home
2019,38,Yesterday
2019,39,A Madea Family Funeral
2019,40,Zombieland: Double Tap
2019,41,Angel Has Fallen
2019,42,Scary Stories to Tell in the Dark
2019,43,Mary Poppins Returns
2019,44,X-Men: Dark Phoenix
2019,45,Terminator: Dark Fate
2019,46,Abominable
2019,47,Dora and the Lost City of Gold
2019,48,Escape Room
2019,49,A Beautiful Day in the Neighborhood
2019,50,Midway
2019,51,Bumblebee
2019,52,The Curse of la Llorona
2019,53,Pet Sematary
2019,54,What Men Want
2019,55,Green Book
2019,56,Ad Astra
2019,57,Isn't It Romantic
2019,58,Gemini Man
2019,59,Ma
2019,60,Five Feet Apart
2019,61,Wonder Park
2019,62,Rambo: Last Blood
2019,63,Playing with Fire
2019,64,Harriet
2019,65,A Dog's Way Home
2019,66,The Angry Birds Movie 2
2019,67,Little
2019,68,Queen & Slim
2019,69,Breakthrough
2019,70,The Mule
2019,71,Crawl
2019,72,Little Women
2019,73,The Intruder
2019,74,The Hustle
2019,75,Last Christmas
2019,76,Overcomer
2019,77,Cold Pursuit
2019,78,Doctor Sleep
2019,79,Dragon Ball Super: Broly
2019,80,Long Shot
2019,81,Spies in Disguise
2019,82,Child's Play
2019,83,Ready or Not
2019,84,Happy Death Day 2U
2019,85,Vice
2019,86,21 Bridges
2019,87,Midsommar
2019,88,Bohemian Rhapsody
2019,89,The Art of Racing in the Rain
2019,90,Countdown
2019,91,Uncut Gems
2019,92,Judy
2019,93,Ralph Breaks the Internet
2019,94,Fighting with My Family
2019,95,On the Basis of Sex
2019,96,A Dog's Journey
2019,97,Booksmart
2019,98,Parasite
2019,99,Stuber
2019,100,47 Meters Down: Uncaged
2019,101,Black and Blue
2019,102,Hellboy
2019,103,Shaft
2019,104,Jojo Rabbit
2019,105,The Peanut Butter Falcon
2019,106,UglyDolls
2019,107,Cats
2019,108,Unplanned
2019,109,The Favourite
2019,110,Bombshell
2019,111,Richard Jewell
2019,112,Charlie's Angels
2019,113,The Farewell
2019,114,Brightburn
2019,115,The Good Liar
2019,116,The Kid Who Would Be King
2019,117,Missing Link
2019,118,Second Act
2019,119,Late Night
2019,120,Miss Bala
2019,121,The Prodigy
2019,122,A Star Is Born
2019,123,Poms
2019,124,If Beale Street Could Talk
2019,126,The Kitchen
2019,127,After
2019,128,Blinded by the Light
2019,129,The Lighthouse
2019,130,Dark Waters
2019,131,Greta
2019,132,The Best of Enemies
2019,133,Black Christmas
2019,134,Hotel Mumbai
2019,135,Holmes & Watson
2019,136,Motherless Brooklyn
2019,137,No Manches Frida 2
2019,138,"Where'd You Go, Bernadette"
2019,139,Apollo 11
2019,140,Serenity
2019,141,Anna
2019,142,Penguins
2019,143,Brittany Runs a Marathon
2019,144,Mary Queen of Scots
2019,145,The Dead Don't Die
2019,146,Jexi
2019,147,Run the Race
2019,148,Free Solo
2019,150,Captive State
2019,151,The Wandering Earth
2019,152,Arctic Dogs
2019,153,Gloria Bell
2019,154,Gully Boy
2019,155,Stan & Ollie
2019,156,The Goldfinch
2019,157,Don't Let Go
2019,158,The Mustang
2019,159,The Sun Is Also a Star
2019,160,Bring The Soul: The Movie
2019,161,Pavarotti
2019,162,Tolkien
2019,163,The Last Black Man in San Francisco
2019,164,War
2019,166,Menteur
2019,167,Brian Banks
2019,168,The Biggest Little Farm
2019,169,The Grinch
2019,170,Amazing Grace
2019,171,Linda Ronstadt: The Sound of My Voice
2019,173,Replicas
2019,174,Pain and Glory
2019,175,Ne Zha
2019,176,Mission Mangal
2019,177,The Oscar Nominated Short Films 2019: Documentary
2019,178,BTS World Tour: Love Yourself in Seoul
2019,179,The Beach Bum
2019,180,Echo in the Canyon
2019,181,Creed II
2019,182,Jay and Silent Bob Reboot
2019,183,Maiden
2019,184,Simmba
2019,185,Bharat
2019,186,Honey Boy
2019,187,Friends 25th: The One With The Anniversary
2019,188,Saaho
2019,189,Fantastic Beasts: The Crimes of Grindelwald
2019,190,Kalank
2019,191,Tod@s Caen
2019,192,Everybody Knows
2019,193,Instant Family
2019,194,The Art of Self-Defense
2019,196,Welcome to Marwen
2019,197,"My People, My Country"
2019,198,Promare
2019,199,Super 30
2019,200,Faustina: Love and Mercy
2019,202,3 from Hell
2019,203,Total Dhamaal
2019,204,Housefull 4
2019,205,Shoplifters
2019,207,Luce
2019,208,Chhichhore
2019,209,Official Secrets
2019,210,Better Days
2019,211,Badla
2019,212,The White Crow
2019,213,Ben Is Back
2019,214,Pandas
2019,215,The Other Side of Heaven 2: Fire of Faith
2019,216,Ip Man 4: The Finale
2019,217,Wild Rose
2019,218,The Aftermath
2019,219,Made for More
2019,220,Red Joan
2019,221,After the Wedding
2019,222,Extreme Job
2019,223,Waves
2019,224,Qué León
2019,225,Capernaum
2019,226,The Kid
2019,227,Kinky Boots: The Musical
2019,228,Destroyer
2019,229,The Wife
2019,230,El Chicano
