Year,Rank,Title
2005,1,Star Wars: Episode III - Revenge of the Sith
2005,2,Harry Potter and the Goblet of Fire
2005,3,War of the Worlds
2005,4,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2005,5,Wedding Crashers
2005,6,Charlie and the Chocolate Factory
2005,7,Batman Begins
2005,8,Madagascar
2005,9,Mr. & Mrs. Smith
2005,10,Hitch
2005,11,King Kong
2005,12,The Longest Yard
2005,13,Fantastic Four
2005,14,Meet the Fockers
2005,15,Chicken Little
2005,16,Robots
2005,17,The Pacifier
2005,18,The 40-Year-Old Virgin
2005,19,Million Dollar Baby
2005,20,Walk the Line
2005,21,Flightplan
2005,22,Saw II
2005,23,Monster-in-Law
2005,24,Are We There Yet?
2005,25,The Dukes of Hazzard
2005,26,The Aviator
2005,27,March of the Penguins
2005,28,The Ring Two
2005,29,Constantine
2005,30,The Exorcism of Emily Rose
2005,31,Four Brothers
2005,32,Sin City
2005,33,The Interpreter
2005,34,Guess Who
2005,35,Sahara
2005,36,Coach Carter
2005,37,Herbie Fully Loaded
2005,38,The Amityville Horror
2005,39,Sky High
2005,40,Bewitched
2005,41,Jarhead
2005,42,Cinderella Man
2005,43,Red Eye
2005,44,White Noise
2005,45,Be Cool
2005,46,Wallace & Gromit: The Curse of the Were-Rabbit
2005,47,Fun with Dick and Jane
2005,48,Crash
2005,49,Corpse Bride
2005,50,Kicking & Screaming
2005,51,Hide and Seek
2005,52,The Hitchhiker's Guide to the Galaxy
2005,53,Sideways
2005,54,Diary of a Mad Black Woman
2005,55,"Yours, Mine & Ours"
2005,56,Racing Stripes
2005,57,Miss Congeniality 2: Armed & Fabulous
2005,58,Just Like Heaven
2005,59,The Skeleton Key
2005,60,Kingdom of Heaven
2005,61,Boogeyman
2005,62,Cheaper by the Dozen 2
2005,63,In Good Company
2005,64,The Legend of Zorro
2005,65,Must Love Dogs
2005,66,Transporter 2
2005,67,Fever Pitch
2005,68,The Family Stone
2005,69,The Adventures of Sharkboy and Lavagirl 3-D
2005,70,The Sisterhood of the Traveling Pants
2005,71,The Phantom of the Opera
2005,72,The Brothers Grimm
2005,73,Beauty Shop
2005,74,Syriana
2005,75,The Island
2005,76,Derailed
2005,77,Hostage
2005,78,Lemony Snicket's A Series of Unfortunate Events
2005,79,The Constant Gardener
2005,80,Pride & Prejudice
2005,81,Bad News Bears
2005,82,In Her Shoes
2005,83,Because of Winn-Dixie
2005,84,Dreamer: Inspired by a True Story
2005,85,Stealth
2005,86,House of Wax
2005,87,The Wedding Date
2005,88,Just Friends
2005,89,A History of Violence
2005,90,Get Rich or Die Tryin'
2005,91,The Fog
2005,92,Rent
2005,93,Doom
2005,94,Zathura: A Space Adventure
2005,95,Finding Neverland
2005,96,xXx: State of the Union
2005,97,Elizabethtown
2005,98,Serenity
2005,100,Memoirs of a Geisha
2005,101,Ocean's Twelve
2005,102,Æon Flux
2005,103,Rumor Has It...
2005,104,Unleashed
2005,105,Elektra
2005,106,Ice Princess
2005,107,Lord of War
2005,108,"Good Night, and Good Luck."
2005,109,Hotel Rwanda
2005,110,Two for the Money
2005,111,National Treasure
2005,112,Prime
2005,113,Deuce Bigalow: European Gigolo
2005,114,Hustle & Flow
2005,115,Fat Albert
2005,116,A Lot Like Love
2005,117,Land of the Dead
2005,118,Assault on Precinct 13
2005,119,Man of the House
2005,120,Valiant
2005,121,Cursed
2005,122,The Upside of Anger
2005,123,Into the Blue
2005,124,North Country
2005,125,Pooh's Heffalump Movie
2005,126,Roll Bounce
2005,127,The Ringer
2005,128,Kung Fu Hustle
2005,129,The Devil's Rejects
2005,130,Son of the Mask
2005,131,Rebound
2005,132,The Perfect Man
2005,133,Spanglish
2005,134,Waiting...
2005,135,The Gospel
2005,136,The Greatest Game Ever Played
2005,137,The Cave
2005,138,Broken Flowers
2005,139,The Honeymooners
2005,140,The Life Aquatic with Steve Zissou
2005,141,The Incredibles
2005,142,The Weather Man
2005,143,Brokeback Mountain
2005,144,Munich
2005,145,Capote
2005,146,Lords of Dogtown
2005,147,The Polar Express
2005,148,Wolf Creek
2005,149,In the Mix
2005,150,Domino
2005,151,The Great Raid
2005,152,Shopgirl
2005,153,Cry Wolf
2005,154,The Polar Express  2005 IMAX Release
2005,155,Darkness
2005,156,The Producers
2005,157,The Ice Harvest
2005,158,An Unfinished Life
2005,159,The Man
2005,160,Closer
2005,161,Mad Hot Ballroom
2005,162,Aliens of the Deep
2005,163,Proof
2005,164,House of Flying Daggers
2005,165,Space Station 3D
2005,166,Ladies in Lavender
2005,167,Bride & Prejudice
2005,168,Millions
2005,169,Flight of the Phoenix
2005,170,The Aristocrats
2005,171,The Jacket
2005,172,Magnificent Desolation: Walking on the Moon 3D
2005,173,Underclassman
2005,174,Blade: Trinity
2005,175,Downfall
2005,176,Beyond the Sea
2005,177,Alone in the Dark
2005,178,The Squid and the Whale
2005,179,Wild Safari - A South African Adventure
2005,180,Howl's Moving Castle
2005,181,Ong-Bak: The Thai Warrior
2005,182,Mindhunters
2005,183,A Very Long Engagement
2005,184,The SpongeBob SquarePants Movie
2005,185,Being Julia
2005,186,Kiss Kiss Bang Bang
2005,187,Enron: The Smartest Guys in the Room
2005,188,Ray
2005,189,King's Ransom
2005,190,Kinsey
2005,191,Me and You and Everyone We Know
2005,192,Melinda and Melinda
2005,193,The Merchant of Venice
2005,194,High Tension
2005,195,Bad Education
2005,196,Stay
2005,197,Born Into Brothels: Calcutta's Red Light Kids
2005,198,Rize
2005,199,Grizzly Man
2005,200,Supercross
2005,201,The Wild Parrots of Telegraph Hill
2005,202,G
2005,203,Bugs!
2005,204,Walk on Water
2005,205,Junebug
2005,206,T-Rex: Back to the Cretaceous
2005,207,Layer Cake
2005,208,Haunted Castle
2005,209,The Work and the Glory
2005,210,Pulse: A Stomp Odyssey
2005,211,Oliver Twist
2005,212,NASCAR: The IMAX Experience
2005,213,The Sea Inside
2005,214,Adrenaline Rush: The Science of Risk
2005,215,The Work and the Glory II: American Zion
2005,216,A Sound of Thunder
2005,217,Look at Me
2005,218,Everything Is Illuminated
2005,219,State Property: Blood on the Streets
2005,220,Christmas with the Kranks
2005,221,Vera Drake
2005,222,Ma vie en cinémascope
2005,224,Murderball
2005,225,2046
2005,226,Hello Greetings
2005,227,Riddle
2005,228,The Woodsman
2005,229,Dear Frankie
2005,230,Ushpizin
2005,231,Thumbsucker
2005,232,Off the Map
2005,233,Happy Endings
2005,234,El vacilón: The Movie
