Year,Rank,Title
2004,1,Shrek 2
2004,2,Spider-Man 2
2004,3,The Passion of the Christ
2004,4,Harry Potter and the Prisoner of Azkaban
2004,5,The Incredibles
2004,6,The Day After Tomorrow
2004,7,The Bourne Supremacy
2004,8,Shark Tale
2004,9,The Polar Express
2004,10,National Treasure
2004,11,"I, Robot"
2004,12,Troy
2004,13,Meet the Fockers
2004,14,The Lord of the Rings: The Return of the King
2004,15,50 First Dates
2004,16,Van Helsing
2004,17,Fahrenheit 9/11
2004,18,Dodgeball
2004,19,The Village
2004,20,The Grudge
2004,21,Collateral
2004,22,Ocean's Twelve
2004,23,The Princess Diaries 2: Royal Engagement
2004,24,Starsky & Hutch
2004,25,Along Came Polly
2004,26,Mean Girls
2004,27,Anchorman: The Legend of Ron Burgundy
2004,28,Lemony Snicket's A Series of Unfortunate Events
2004,29,Scooby-Doo 2: Monsters Unleashed
2004,30,Cheaper by the Dozen
2004,31,The SpongeBob SquarePants Movie
2004,32,The Notebook
2004,33,Alien vs. Predator
2004,34,Man on Fire
2004,35,The Terminal
2004,36,Garfield
2004,37,Ladder 49
2004,38,Christmas with the Kranks
2004,39,Ray
2004,40,White Chicks
2004,41,Cold Mountain
2004,42,Hidalgo
2004,43,The Forgotten
2004,44,Kill Bill: Vol. 2
2004,45,The Manchurian Candidate
2004,46,Barbershop 2: Back in Business
2004,47,Miracle
2004,48,Big Fish
2004,49,Friday Night Lights
2004,50,Hellboy
2004,51,Something's Gotta Give
2004,52,The Stepford Wives
2004,53,Dawn of the Dead
2004,54,Without a Paddle
2004,55,The Butterfly Effect
2004,56,The Chronicles of Riddick
2004,57,13 Going on 30
2004,58,Shall We Dance
2004,59,Saw
2004,60,Hero
2004,61,King Arthur
2004,62,A Cinderella Story
2004,63,Resident Evil: Apocalypse
2004,64,Home on the Range
2004,65,Secret Window
2004,66,Walking Tall
2004,67,Blade: Trinity
2004,68,Napoleon Dynamite
2004,69,Exorcist: The Beginning
