Year,Rank,Title
2013,1,Iron Man 3
2013,2,The Hunger Games: Catching Fire
2013,3,Despicable Me 2
2013,4,Man of Steel
2013,5,Monsters University
2013,6,Frozen
2013,7,Gravity
2013,8,Fast & Furious 6
2013,9,Oz The Great and Powerful
2013,10,Star Trek Into Darkness
2013,11,Thor: The Dark World
2013,12,World War Z
2013,13,The Hobbit: The Desolation of Smaug
2013,14,The Croods
2013,15,The Heat
2013,16,We're the Millers
2013,17,The Great Gatsby
2013,18,The Conjuring
2013,19,Identity Thief
2013,20,Grown Ups 2
2013,21,The Wolverine
2013,22,G.I. Joe: Retaliation
2013,23,Now You See Me
2013,24,Cloudy With a Chance of Meatballs 2
2013,25,Lee Daniels' The Butler
2013,26,The Hangover Part III
2013,27,Epic
2013,28,Captain Phillips
2013,29,Silver Linings Playbook
2013,30,Pacific Rim
2013,31,This Is the End
2013,32,Jackass Presents: Bad Grandpa
2013,33,Olympus Has Fallen
2013,34,42
2013,35,Zero Dark Thirty
2013,36,Django Unchained
2013,37,Elysium
2013,38,Anchorman 2: The Legend Continues
2013,39,Planes
2013,40,The Lone Ranger
2013,41,Oblivion
2013,42,Insidious: Chapter 2
2013,43,Turbo
2013,44,Les Misérables
2013,45,2 Guns
2013,46,The Hobbit: An Unexpected Journey
2013,47,White House Down
2013,48,Mama
2013,49,Safe Haven
2013,50,The Smurfs 2
2013,51,The Best Man Holiday
2013,52,Percy Jackson: Sea of Monsters
2013,53,American Hustle
2013,54,A Good Day to Die Hard
2013,55,Warm Bodies
2013,56,Jack the Giant Slayer
2013,57,The Purge
2013,58,Last Vegas
2013,59,Ender's Game
2013,60,Prisoners
2013,61,After Earth
2013,62,Escape from Planet Earth
2013,63,Hansel & Gretel: Witch Hunters
2013,64,Free Birds
2013,65,Evil Dead
2013,66,RED 2
2013,67,Temptation: Confessions of a Marriage Counselor
2013,68,The Call
2013,69,Pain & Gain
2013,70,Lincoln
2013,71,Gangster Squad
2013,73,Tyler Perry's A Madea Christmas
2013,74,The Internship
2013,75,Instructions Not Included
2013,76,Saving Mr. Banks
2013,77,Parental Guidance
2013,78,Snitch
2013,79,Riddick
2013,80,The Wolf of Wall Street
2013,81,A Haunted House
2013,82,Life of Pi
2013,83,12 Years a Slave
2013,84,The Family
2013,85,Carrie
2013,86,Texas Chainsaw
2013,87,R.I.P.D.
2013,88,Blue Jasmine
2013,89,Jack Reacher
2013,90,Kevin Hart: Let Me Explain
2013,91,Side Effects
2013,92,Scary Movie V
2013,93,The Secret Life of Walter Mitty
2013,94,The Mortal Instruments: City of Bones
2013,95,Delivery Man
2013,96,One Direction: This Is Us
2013,97,Kick-Ass 2
2013,98,This Is 40
2013,99,Argo
2013,100,Rush
2013,101,The Host
2013,102,The World's End
2013,103,21 & Over
2013,104,Escape Plan
2013,105,Don Jon
2013,106,Walking with Dinosaurs 3D
2013,107,47 Ronin
2013,108,The Incredible Burt Wonderstone
2013,109,The Big Wedding
2013,110,Mud
2013,111,Baggage Claim
2013,112,"The Way, Way Back"
2013,113,The Place Beyond the Pines
2013,114,Homefront
2013,115,Broken City
2013,116,Beautiful Creatures
2013,117,Runner Runner
2013,118,You're Next
2013,119,The Impossible
2013,120,Quartet
2013,121,The Book Thief
2013,122,Admission
2013,123,Parker
2013,124,Enough Said
2013,125,Dark Skies
2013,126,Philomena
2013,127,The Counselor
2013,128,Grudge Match
