Year,Rank,Title
2016,1,Finding Dory
2016,2,Rogue One: A Star Wars Story
2016,3,Captain America: Civil War
2016,4,The Secret Life of Pets
2016,5,The Jungle Book
2016,6,Deadpool
2016,7,Zootopia
2016,8,Batman v Superman: Dawn of Justice
2016,9,Suicide Squad
2016,10,Star Wars: Episode VII - The Force Awakens
2016,11,Doctor Strange
2016,12,Fantastic Beasts and Where to Find Them
2016,13,Moana
2016,14,The Revenant
2016,15,Jason Bourne
2016,16,Star Trek Beyond
2016,17,X-Men: Apocalypse
2016,18,Sing
2016,19,Trolls
2016,20,Kung Fu Panda 3
2016,21,Ghostbusters
2016,22,Central Intelligence
2016,23,The Legend of Tarzan
2016,24,Sully
2016,25,Bad Moms
2016,26,The Angry Birds Movie
2016,27,Independence Day: Resurgence
2016,28,The Conjuring 2
2016,29,Sausage Party
2016,30,The Magnificent Seven
2016,31,Arrival
2016,32,Ride Along 2
2016,33,Don't Breathe
2016,34,Miss Peregrine's Home for Peculiar Children
2016,35,The Accountant
2016,36,Daddy's Home
2016,37,Teenage Mutant Ninja Turtles: Out of the Shadows
2016,38,The Purge: Election Year
2016,39,Alice Through the Looking Glass
2016,40,Pete's Dragon
2016,41,The Girl on the Train
2016,42,Tyler Perry's Boo! A Madea Halloween
2016,43,Storks
2016,44,10 Cloverfield Lane
2016,45,Lights Out
2016,46,Allegiant
2016,47,Now You See Me 2
2016,48,Hacksaw Ridge
2016,49,Ice Age: Collision Course
2016,50,The Boss
2016,51,London Has Fallen
2016,52,Miracles from Heaven
2016,53,Deepwater Horizon
2016,54,My Big Fat Greek Wedding 2
2016,55,Jack Reacher: Never Go Back
2016,56,Me Before You
2016,57,The BFG
2016,58,Neighbors 2: Sorority Rising
2016,59,Passengers
2016,60,The Shallows
2016,61,Barbershop: The Next Cut
2016,62,13 Hours
2016,63,Office Christmas Party
2016,64,The Huntsman: Winter's War
2016,65,Kubo and the Two Strings
2016,66,Warcraft
2016,67,How to Be Single
2016,68,The Big Short
2016,69,Mike and Dave Need Wedding Dates
2016,70,War Dogs
2016,71,Almost Christmas
2016,72,Money Monster
2016,73,The Hateful Eight
2016,74,Allied
2016,75,Nerve
2016,76,Sisters
2016,77,Risen
2016,78,Assassin's Creed
2016,79,The Nice Guys
2016,80,The Boy
2016,81,Dirty Grandpa
2016,82,Ouija: Origin of Evil
2016,83,The 5th Wave
2016,84,Inferno
2016,85,Mother's Day
2016,86,Gods of Egypt
2016,87,La La Land
2016,88,Why Him?
2016,89,"Hail, Caesar!"
2016,90,Alvin and the Chipmunks: The Road Chip
2016,91,When the Bough Breaks
2016,92,Zoolander 2
2016,93,Joy
2016,94,The Finest Hours
2016,95,Florence Foster Jenkins
2016,96,Manchester by the Sea
2016,97,Hell or High Water
2016,98,The Forest
2016,99,Ben-Hur
2016,100,Fences
2016,101,The Witch
2016,102,Collateral Beauty
2016,103,Bridget Jones's Baby
2016,104,What Now?
2016,105,Whiskey Tango Foxtrot
2016,106,Snowden
