Year,Rank,Title
2006,1,Pirates of the Caribbean: Dead Man's Chest
2006,2,Cars
2006,3,X-Men: The Last Stand
2006,4,The Da Vinci Code
2006,5,Superman Returns
2006,6,Ice Age: The Meltdown
2006,7,Happy Feet
2006,8,Over the Hedge
2006,9,Casino Royale
2006,10,Talladega Nights: The Ballad of Ricky Bobby
2006,11,Click
2006,12,Mission: Impossible III
2006,13,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
2006,14,The Devil Wears Prada
2006,15,The Departed
2006,16,The Break-Up
2006,17,Night at the Museum
2006,18,The Pursuit of Happyness
2006,19,Scary Movie 4
2006,20,Failure to Launch
2006,21,Inside Man
2006,22,Open Season
2006,23,The Santa Clause 3: The Escape Clause
2006,24,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2006,25,The Pink Panther
2006,26,Eight Below
2006,27,Saw III
2006,28,Nacho Libre
2006,29,"You, Me and Dupree"
2006,30,Monster House
2006,31,Jackass Number Two
2006,32,Barnyard
2006,33,RV
2006,34,Brokeback Mountain
2006,35,V for Vendetta
2006,36,World Trade Center
2006,37,Big Momma's House 2
2006,38,Step Up
2006,39,Miami Vice
2006,40,Madea's Family Reunion
2006,41,The Fast and the Furious: Tokyo Drift
2006,42,Underworld: Evolution
2006,43,Flushed Away
2006,44,Deja Vu
2006,45,The Shaggy Dog
2006,46,Poseidon
2006,47,The Benchwarmers
2006,48,Little Miss Sunshine
2006,49,King Kong
2006,50,Little Man
2006,51,Curious George
2006,52,Invincible
2006,53,Eragon
2006,54,Fun with Dick and Jane
2006,55,The Guardian
2006,56,The Omen
2006,57,Final Destination 3
2006,58,Charlotte's Web
2006,59,The Prestige
2006,60,The Lake House
2006,61,Hoodwinked!
2006,62,The Holiday
2006,63,Firewall
2006,64,Date Movie
2006,65,Rocky Balboa
2006,66,When a Stranger Calls
2006,67,Hostel
2006,68,Nanny McPhee
2006,69,Silent Hill
2006,70,Apocalypto
2006,71,Glory Road
2006,72,Lady in the Water
2006,73,The Hills Have Eyes
2006,74,John Tucker Must Die
2006,75,Stranger Than Fiction
2006,76,The Illusionist
2006,77,The Texas Chainsaw Massacre: The Beginning
2006,78,The Grudge 2
2006,79,Gridiron Gang
2006,80,Last Holiday
2006,81,The Wild
2006,82,Man of the Year
2006,83,Dreamgirls
2006,84,16 Blocks
2006,85,Cheaper by the Dozen 2
2006,86,The Nativity Story
2006,87,Accepted
2006,88,The Sentinel
2006,89,Blood Diamond
2006,90,Munich
2006,91,The Good Shepherd
2006,92,Deck the Halls
2006,93,Take the Lead
2006,94,Snakes on a Plane
2006,95,She's the Man
2006,96,Flags of Our Fathers
2006,97,Memoirs of a Geisha
2006,98,United 93
2006,99,Walk the Line
2006,100,Employee of the Month
2006,101,Garfield: A Tail of Two Kitties
2006,102,The Queen
2006,103,The Ant Bully
2006,104,Crank
2006,105,Stick It
2006,106,The Descent
2006,107,We Are Marshall
2006,108,Thank You for Smoking
2006,109,Fearless
2006,110,Clerks II
2006,111,An Inconvenient Truth
2006,112,The Wicker Man
2006,113,The Covenant
2006,114,Stay Alive
2006,115,Match Point
2006,116,The Black Dahlia
2006,117,My Super Ex-Girlfriend
2006,118,Lucky Number Slevin
2006,119,Deep Sea
2006,120,Rumor Has It...
2006,121,Waist Deep
2006,122,ATL
2006,123,Flicka
2006,124,A Prairie Home Companion
2006,125,Pulse
2006,126,Babel
2006,127,Beerfest
2006,128,Akeelah and the Bee
2006,129,The Marine
2006,130,The Family Stone
2006,131,Aquamarine
2006,132,Ultraviolet
2006,133,The Ringer
2006,134,School for Scoundrels
2006,135,Just My Luck
2006,136,Annapolis
2006,137,Capote
2006,138,Harry Potter and the Goblet of Fire
2006,139,An American Haunting
2006,140,Marie Antoinette
2006,141,Larry the Cable Guy: Health Inspector
2006,142,See No Evil
2006,143,Unaccompanied Minors
2006,144,Tristan & Isolde
2006,145,Syriana
2006,146,Everyone's Hero
2006,147,Hollywoodland
2006,148,One Night with the King
2006,149,Friends with Money
2006,150,Flyboys
2006,151,How to Eat Fried Worms
2006,152,Bon Cop Bad Cop
