,2013,2014,2015,2016,2017,2018,2019,2020,2021
Tyler Perry,4.251541147326007,3.9828152739102567,3.762139701809117,3.762139701809117,3.751957446628205,3.582941576934732,3.32760947683951,3.32760947683951,3.32760947683951
Ridley Scott,1.0054425515093586,1.0054425515093586,0.945325532294033,1.0623056299905556,1.0623056299905556,0.9909098656965972,0.9909098656965972,0.9909098656965972,0.9909098656965972
Steven Spielberg,1.6764282332235005,1.6764282332235005,1.6764282332235005,1.6910299684208894,1.5615582358645148,1.5615582358645148,1.49112575831839,1.49112575831839,1.49112575831839
Shawn Levy,2.108668233125,1.959951770440613,1.8424859993402054,1.8424859993402054,1.8424859993402054,1.8424859993402054,1.8424859993402054,1.8424859993402054,1.8424859993402054
M. Night Shyamalan,1.5271269001984127,1.375473713356881,1.375473713356881,2.8336921241872712,2.8336921241872712,4.226138246191154,4.226138246191154,4.358766761572039,4.358766761572039
Michael Bay,1.452442546729752,1.5189908147793478,1.4752116510271673,1.4752116510271673,1.4287508431352598,1.3458613270244988,1.3458613270244988,1.3458613270244988,1.3458613270244988
Robert Zemeckis,1.5666342251691647,1.5666342251691647,1.5666342251691647,1.3842068950429576,1.2701487743390585,1.2701487743390585,1.1596864318911289,1.1596864318911289,1.1596864318911289
Ron Howard,1.227343658616809,1.227343658616809,1.227343658616809,1.0644876455140075,0.9778343132977206,0.9778343132977206,0.9527720750445967,0.9527720750445967,0.9527720750445967
Bryan Singer,1.475040898114478,1.2468917984915824,1.234011110409652,1.234011110409652,1.1824770103671818,1.1824770103671818,1.5549271004174376,1.5549271004174376,1.5549271004174376
Raja Gosnell,2.334242300664382,2.097401950229334,2.097401950229334,2.097401950229334,2.097401950229334,2.097401950229334,2.241068070087031,2.241068070087031,2.241068070087031
Todd Phillips,3.5924775127899875,3.2348837377312236,3.2348837377312236,3.2348837377312236,2.9650061548898208,2.9650061548898208,2.9650061548898208,2.9650061548898208,2.9650061548898208
Antoine Fuqua,0.8722413761475409,0.9804377866323184,1.1247003918905685,1.1247003918905685,1.1123347089220745,1.1123347089220745,1.1791081162745571,1.1791081162745571,1.1791081162745571
Gore Verbinski,1.645311877783927,1.4696042773031668,1.4696042773031668,1.4696042773031668,1.4696042773031668,1.3112380738902711,1.3112380738902711,1.3112380738902711,1.3112380738902711
Adam Shankman,2.228954443257209,2.228954443257209,2.228954443257209,2.228954443257209,2.228954443257209,2.228954443257209,2.228954443257209,2.291659531600058,2.291659531600058
Christopher Nolan,1.7774269244621852,1.7774269244621852,1.6862966859026522,1.6862966859026522,1.6862966859026522,1.7105665326648207,1.7105665326648207,1.7105665326648207,1.7105665326648207
