timestamp,text,like_count,reply_count,author
2020-06-11T22:52:51Z,应试教育可以培养大批工程师  但是顶尖的有突破性贡献的科研人员 不知道能不能培养出来 至少目前来看 科研能力还是不如美国,0,0,待化的冰
2020-06-11T22:46:03Z,中國的應試教育限制住了中國學生的創新力及學習主動性，所以中國的創新不及美國。 中國應學習以色列的教育制度。 以色列的教育制度在應試及創新思維及天才教育有極大融合，值得中國參考的。,0,0,Tail Chen
2020-06-11T22:44:05Z,我从来不在聊政治的频道上发言。但这个人说得太胡扯了我实在忍不住。美国本身本土的基础科学人才强到不得了但你却反着说依赖进口？还从应试教育的国家进口？实话实说，在未来10年内，中国的基础科学不可能和美国比。,0,0,zhongyuan chen
2020-06-11T22:42:33Z,这是给中国各种补习班做软广告吗？,0,0,Force Bender
2020-06-11T22:41:49Z,一个非常非常负责人的人,0,0,柏塔天成
2020-06-11T22:30:54Z,中国基础教育很好 就是大学质量太差 但是在慢慢改进 然后对孩子的教育首先要建立在充分认识到自我兴趣和自我天赋认识的基础上 首先找对方向 其次才能开始发力 很多小孩压力很大原因是家长只给了小孩一个错误的观念就是只有考很好的大学很好的专业才行 但其实孩子天分不在这里 孩子不适合那几门考试科目 如果帮助小孩建立兴趣和规划好感兴趣的方向 然后在给予压力,0,0,徐志懿
2020-06-11T22:24:53Z,感觉没有逻辑,0,0,Kevin
2020-06-11T22:21:44Z,用意识形态去硬拗一个问题是得不出任何结论的。首先，应试教育不仅存在于国内，国外也存在; 其次， 我们必须正视应试教育带来的弊端，而不是一味将其美化，甚至摆到意识型态的层面来大肆赞扬。这跟学者的作风是截然相反的。学者的任务是找出问题并提供解决的思路。所以我们应当思考，中国学生在初高中阶段的基础都非常扎实，但为何在创新力上仍有很大的欠缺? 然后国内的教育资源也并未从应试教育得到真正的优化。再者，应试教育带来的大学产出过剩以及大学毕业生专业知识不够扎实的问题也在不断突出。难道真的能指望大学毕业生出来摆地摊? 我觉得首先应该从教育的层面来肯定专才的贡献，而不是搞所谓的通识教育扼杀创造性和积极性。我有一个同学是日语系毕业，考研时因为英语没有过所以被挡在门外。她的导师多次向学校反应，为什么一个日语系的学生需要去考英语? 我觉得这个例子已经足够能说明问题。,0,0,TONY HSU
2020-06-11T22:19:16Z,尼玛，这立场，以前全员批判应试教育，这为了要跟美国站在对立面，又开始批判美式教育，褒扬应试教育。 真他妈屁股决定脑袋。,0,0,吴昊
2020-06-11T22:18:22Z,放弃应试教育的应该也不是美国一家,0,0,Jiajun Fan
