timestamp,text,like_count,reply_count,author
2020-05-25T06:29:41Z,Does somebody know what is the music at 1:17 ?,0,0,denkleinrider
2020-03-07T11:34:25Z,I  watch it 🥰🥰🧡,0,0,Shah Rukh Naveed
2020-03-02T22:45:06Z,0:06 Dayum Olaf got hips!,0,0,Philip Hubbe
2020-02-26T18:33:11Z,Amazing movie love the action adventure sister love and fun great music amazing singing.,0,0,Tiffani Linde
2020-02-18T09:35:28Z,"Sorry to offend this channel....but when you make a trailer of a movie,you should not reveal the unexpected moment....sorry if I offended this channel...",0,0,Khing Lainard Pabulayan
2020-01-19T00:12:13Z,Im not the princess type but i like this nw frozen.,0,0,Tiffani Manley
2020-01-14T06:34:08Z,"Wow I was 5 when this came out and I watched in the theater with a friend, it was like the most magical thing I had ever seen. I watched this in the theater at 12 with my family and honestly it hits different 😂😂 loved it 10/10.",0,0,Bry Scifi-pilot
2020-01-05T08:18:03Z,Q,0,0,Mohd Shamsulfahmi
2019-12-30T05:32:42Z,"*Not to lie but the 1,2,3 trailers shows almost the whole movie.*",0,0,ItzMinaWT
2019-12-29T06:44:22Z,Elsa with her hair down was the best part! J.K I love the whole movie.,0,0,Elsa is cold but HOT
2019-12-22T15:23:58Z,I like Olaf.  Frozen is not the same without him.,0,0,Martin Moore
2019-12-22T15:15:26Z,"It's been 6 years since after the last movie.  And I thought that Frozen 2 should have took place 6 years after the first one.  But instead, this movie sequel took place 3 years.",0,0,Martin Moore
2019-12-19T22:20:37Z,1:09 music name?,1,0,Miriam Monteiro
2019-12-17T13:02:00Z,"#Mustwatch movie     I watched it and it was amazing like not like frozen 1 it's a lot  a lot better.  boys,kids,girls,teen everyone can watch it's everyone's level and such a good movie I say that u she'll watch frozen 2 it is better then jumanji go watch frozen 2",2,2,Amaraaasimiiibbhnojljc ooo Fireflyangel
2019-12-17T04:38:50Z,OMG tomorrow imma go watch it! :3 so sxcited,1,0,Alma Cardenas
2019-12-16T14:33:02Z,"Oh sorry, i just find clothes restricting",0,0,Berta 009
2019-12-15T09:39:31Z,Samantha Is Elsa's Girl Friend,0,0,Jamie_de Nutter
2019-12-13T22:26:47Z,What is it called when she does ah ah ah ooooh,0,0,5mber Fortnite
2019-12-11T05:08:21Z,Jack Frost - she thinks I’m something like stupid,0,0,Justin Huntre Sane’s Lance of A Better Castlevania
2019-12-07T19:53:13Z,"How do people think she is bisexual from the trailer, like how",0,0,Deez Nutz
2019-12-06T06:01:06Z,Best movie lol just SAW it !!!! 😍😍😍😍,0,0,PrincessMegan Elsa
2019-12-05T22:24:24Z,Olaf’s like that’s normal Elsa’s like ya think!,0,0,Henry Wong
2019-12-05T01:41:26Z,"hullo, does anyone know the track that plays at 1:10?",0,0,TheodoreGuild1300k
2019-12-03T17:14:07Z,elsa's hair is now down in frozen she got her hair brade huh I wish I could watch it again o cried when olaf died but he is alive now beacouse elsa turned into frozen but she gave an clue for anna so anna can make a plan is there frozen 3 comming soon pls I want to wathc one,0,0,Jennilyn Julian
2019-12-03T09:34:24Z,Where is Elsa's boyfriend,0,0,Abrar Nadvi
2019-12-02T22:43:49Z,Im still not sure exactly what the plot is,0,0,Kayla Tangaere
2019-12-02T03:11:51Z,what is the music called at 1:17 to 1:28 called? PLEASE TELL MEEEE!! :D :D :D,0,0,RubyWolfNix
2019-12-01T05:39:37Z,"Here are my ratings for Frozen 2 The movie was OK I give it a 5/10,65%,& C- PS - I prefer the first movie",0,0,KROY
2019-12-01T01:17:36Z,This song gave me chills. ME. CHILLS.,0,0,Bardock Olave
2019-11-30T21:48:47Z,I am going to the to the theaters to watch frozen 2,0,0,Weylin Douglas
2019-11-30T20:31:37Z,olaf is still so fucking adorable,0,0,katelyn brittingham
2019-11-28T14:57:20Z,GIVE ELSA A GIRL FIREND IN FROZEN 3 !,1,1,sarah movie reviewer
2019-11-26T17:52:22Z,I already watch this movie,0,0,Aiken Saesee
2019-11-25T08:40:36Z,"*Fun Fact:* In a flashback, Prince Agnar says he's reading a book by ""some new Danish author."" This is probably an allusion to Hans Christian Andersen, whole fairy tale, ""The Snow Queen,"" inspired the plot of the original film.",3,1,Malik Porter
2019-11-25T03:42:46Z,I saw this 2 days ago it's amazing,0,0,Abby Lynn
2019-11-24T22:18:00Z,They gave Elsa the mean walk,0,0,Jeremy Perry
2019-11-24T05:18:54Z,"Me: tells school staff that I have lots of stress, anxiety and depression. The entire school board:  1:07",1,0,Disliked Channel
2019-11-23T18:53:32Z,Jack Frost: That's my girl 😍,0,0,hey andromeda
2019-11-23T14:57:16Z,"I was 6 when Frozen came out, and now that I’m 11 it’s made for kids my age. And I’m actually excited to watch it... I used to be obsessed.",0,0,artistic x tea
2019-11-23T06:19:08Z,Notice how no other kids movies are releasing in theatres right now because they know that they'll be no match for this.,2,0,Jeremy Boateng
2019-11-23T01:59:29Z,Time to make *asmr* elsa gets bombarded by the british during ww1 and dies,0,0,A Kilment Vorisholov KV-1
2019-11-22T23:02:06Z,Is this movie worth watching?,1,1,"100,100 subs With no videos"
2019-11-22T16:03:10Z,uh ..no .. just no. maybe if you're 5,0,1,Pat Downs
2019-11-22T06:35:03Z,"What was with the  ""Oohhhhhh Elsa!"" Thing? It's kinda weird.",0,0,Galaxy Dragon
2019-11-21T14:14:18Z,anyone notice the missing engagement ring in Christophs hands when Anna asks if Elsa seems weird?,0,0,Corinne Blackstone
2019-11-21T12:58:59Z,"I love this movie, i will watch it? Who agrees?",2,0,Rabia Taussef
2019-11-21T11:22:57Z,DONEEE WATCHINGGG FROZEN 2 GUYS WATCHED IT U WONT REGRET IT,0,0,Annaliza
2019-11-20T21:57:38Z,Did anyone else notice that Anna has a FRICKING ICE SWORD??!!!! 1:10,2,0,Midnight Skits
