timestamp,text,like_count,reply_count,author
2020-06-04T05:32:25Z,This is a strong claim but I’m the no1 fan of this movie I watched it 4 times in cinemas 2 in the same day back to back and cried all 4 times,0,0,Josh_is_here_ Hi
2020-06-03T23:08:06Z,Why Spiderman into the Spiderverse will be releases 2022 from Sony Twitter legal? And this Film called A New Universe. Discusting,0,0,Matthias Schmitt
2020-06-03T11:48:11Z,Oh yes. High quality movie.,0,0,Red
2020-06-03T03:23:31Z,song?????,0,0,Syanyte
2020-05-31T06:49:28Z,Anyone besides me want to see each Spider-Man and Spider-Woman in this film get his and her own movie?,0,0,Peter Krug
2020-05-31T03:29:34Z,I love this movie,0,0,Kaylee TS
2020-05-30T23:39:59Z,Song?,0,0,Tope Ajao
2020-05-29T02:53:20Z,"spider man/peter parker has never been in other race. why start now. My grandson is of color, and I will never show him this. I wish hollywood would stopping taking long running characters and changing their race, gender, or sexual orientation. This is not spider man this is an imposter.",0,2,Lyle rollings
2020-05-28T13:49:52Z,"My friend kept suggesting this movie to me, so i got extremely stoned and finally watched it, was better then i expected i love it, my favorite movie:3",0,0,scotty mills
2020-05-28T03:09:11Z,Greatest super hero movie ever the effects and everything PERFECTO 🙌,0,0,GSM_MONCLER Harvey
2020-05-27T11:18:51Z,I wish they make a game with such style .It will be great. Atleast i think  so,0,0,TIM
2020-05-26T15:17:25Z,In my universe there is ZERO Spider-Man...,0,0,Vusk FN
2020-05-25T21:17:09Z,This whole film was better than the amazing Spider-Man trilogy combined lol,0,0,Jason Hart
2020-05-25T08:58:27Z,Sooouunnndtraacckk,1,0,The Albatross
2020-05-25T01:36:05Z,I have seen it two hours ago and this is amazing.,1,0,Wender Brashan Jhon Flores León
2020-05-22T23:01:23Z,wooozle wazzle?,0,0,Jack Wisdom
2020-05-22T04:43:43Z,Guys plz appreciate Sony!,0,0,The Truth About
2020-05-22T04:39:02Z,I say this animated film was best Spider-man film across all.,2,0,The Truth About
2020-05-20T16:04:53Z,1:35 what is that song title?,0,0,Izzuddin M Nasir
2020-05-20T00:29:53Z,"I love the fact they don’t show who doc oc is, or that Peter Parker died is so cool",1,0,Butterfly Studios
2020-05-20T00:11:51Z,I think this is a little late to be recommended,0,0,Ay yo papi
2020-05-11T01:35:36Z,"太好看了！very good movie, love it!",0,0,the18Ting
2020-05-09T13:47:33Z,This is the best Spiderman Movie ever!!!!!!!!!,1,0,Semanur Bilada
2020-05-08T03:26:11Z,I Know There’s No Spider Man Into The Spider Verse 2 Right Guys 😂,0,0,jianweichan 11
2020-05-05T19:54:38Z,who is watching this is 2020 in lockdown,0,0,lil spider
2020-05-05T19:34:42Z,I'm here bc of the edit w interlude shadow playing,0,0,• ʏᴏᴏɴ •
2020-05-03T14:13:43Z,the trailer does the movie no justice.,0,0,leela Hasan
2020-05-01T22:01:31Z,I really wish that 1:20-1:27 was in the movie but I can see why it was removed with the whole thing about if he stayed longer he would disappear completely and there wouldn’t be time for it.,0,0,Martin D
2020-04-29T22:40:08Z,حلو,0,0,حسون viv
2020-04-29T20:01:42Z,"Undoubtedly the best spiderman movie, and the best animated movie of our generation. Every second of this movie (including the end credits) was phenomenal.",1,0,april00026000
2020-04-27T06:36:26Z,What's the song from 1.30 minto 2.min mark,0,0,Arunav Sharma
2020-04-26T22:46:09Z,This is my favorite movie ever.,1,0,Spider - Sem
2020-04-24T05:26:17Z,the best part 1:35,1,0,Divya Montessorian
2020-04-22T23:26:33Z,This gave me goosebumps,1,0,Leo R
2020-04-21T21:18:13Z,Can somebody tell me the song at 1:37,1,0,Dusi Bharadwaj
2020-04-20T08:19:57Z,Веном 2  тизер когда,1,0,_MaRiXyAnA_ *
2020-04-19T23:43:07Z,"This ain’t a trailer, this is a summary of the movie.",2,1,E2B2
2020-04-16T00:43:10Z,who's here after joe rogan mentioned it on his podcast? :),1,0,Roy Green
2020-04-02T05:09:51Z,Best Spider-Man movie. Totally deserved it’s Oscar. I’ve seen it three times and it never gets old,2,1,thefemalearrow
2020-03-26T12:17:44Z,If Miles in another movie...,0,0,Brado Seven
2020-03-25T21:23:17Z,I don’t know why that isn’t the full clip cause I’ve seen it before but why is there at 1:52 the prowler (slow it down its kinda hard to catch) why is he there when miles is already in his suit because he’s supposed to be dead or is it another prowler,0,0,just some random girl
2020-03-24T11:04:05Z,Song anyone,0,0,Hashem Khwaileh
2020-03-23T04:24:20Z,That moment when you pour your spadey heart out and get nothing in return,0,0,Heliocentrism Proponent
2020-03-09T01:51:54Z,I regret not watching this masterpiece at theaters,1,1,SavagePhantoms 9000
2020-03-05T08:34:13Z,"If you notice carefully you can see that Peter B. Parker and Peter Parker are both 24 Frames Per Seconds, while Miles is 12 Frames Per Second. Until he took that leap of faith",1,0,MADMUKS
2020-03-01T13:39:50Z,wish i could watch it again for the first time,2,1,braveheartbob
