timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2016-03-14T15:16:47,lol,0,0,Dominic Wright,SBzSsr3Co3w,0.8,2016-03-14 15:16:47,True,True
2016-03-14T15:16:52,Never stop,0,1,Zak,SBzSsr3Co3w,0.0,2016-03-14 15:16:52,True,True
2016-03-14T15:16:57,lol,0,0,Dominic Wright,SBzSsr3Co3w,0.8,2016-03-14 15:16:57,True,True
2016-03-14T15:17:17,first,0,0,hannachi dhafer,SBzSsr3Co3w,0.25,2016-03-14 15:17:17,True,True
2016-03-14T15:17:24,OMG,0,0,Faroq_AK47,SBzSsr3Co3w,0.0,2016-03-14 15:17:24,True,True
2016-03-14T15:17:48,Look great! Can't wait!!!,30,0,Josephim83,SBzSsr3Co3w,1.0,2016-03-14 15:17:48,True,True
2016-03-14T15:19:44,Connor's nemesis,0,0,Chai Reyes,SBzSsr3Co3w,0.0,2016-03-14 15:19:44,True,True
2016-03-14T15:20:56,What😦😦😦😦,0,0,chris tine,SBzSsr3Co3w,0.0,2016-03-14 15:20:56,True,True
2016-03-14T15:22:16,should've titled it The Journey of Justin Bieber,10,3,Invidious TV,SBzSsr3Co3w,0.0,2016-03-14 15:22:16,True,True
2016-03-14T15:24:20,they could have just called it Conner,7,0,Wrestling?Let'sTalk!,SBzSsr3Co3w,0.0,2016-03-14 15:24:20,True,True
2016-03-14T15:24:33,sign my boobs,76,5,Shark Team,SBzSsr3Co3w,0.0,2016-03-14 15:24:33,True,True
2016-03-14T15:27:06,"This feels like one of those 5 minute SNL skits that was just ""Eh"".",88,4,thescaredshadow,SBzSsr3Co3w,0.0,2016-03-14 15:27:06,True,True
2016-03-14T15:30:40,"I didn't laugh once, In fact I didn't even smile - this shit looks like it was made for 2-5 year olds.",0,4,Silk,SBzSsr3Co3w,0.13333333333333333,2016-03-14 15:30:40,True,True
2016-03-14T15:33:14,Sarah Silverman actually doesn't look too overbearing in this one.,0,0,Chris Salas,SBzSsr3Co3w,0.0,2016-03-14 15:33:14,True,True
2016-03-14T15:35:37,Andy Samburg,0,0,Marcos Tovar,SBzSsr3Co3w,0.0,2016-03-14 15:35:37,True,True
2016-03-14T15:35:44,lol Samburg,0,0,castiel,SBzSsr3Co3w,0.8,2016-03-14 15:35:44,True,True
