timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2017-05-24T12:41:22,First,0,0,Fanta Bucket,Ob7fPOzbmzE,0.25,2017-05-24 12:41:22,True,True
2017-05-24T12:41:43,i remember this book!,395,17,DeadCenter,Ob7fPOzbmzE,0.0,2017-05-24 12:41:43,True,True
2017-05-24T12:43:11,wow😍,22,0,Ivan Scrimieri,Ob7fPOzbmzE,0.0,2017-05-24 12:43:11,True,True
2017-05-24T12:43:38,2,1,0,rashshad shariq,Ob7fPOzbmzE,0.0,2017-05-24 12:43:38,True,True
2017-05-24T12:44:11,make me wonder,115,1,Fontenele NXT,Ob7fPOzbmzE,0.0,2017-05-24 12:44:11,True,True
2017-05-24T12:44:23,So keen for this movie,16,0,Vedad Dusinovic,Ob7fPOzbmzE,0.0,2017-05-24 12:44:23,True,True
2017-05-24T12:48:03,Freak!,0,0,Ryan Duffy,Ob7fPOzbmzE,0.0,2017-05-24 12:48:03,True,True
2017-05-24T12:48:27,Wonder--ful!,22,0,nikhil dongre,Ob7fPOzbmzE,0.0,2017-05-24 12:48:27,True,True
2017-05-24T12:48:52,Check out the new #Wonder #Trailer with #JuliaRoberts & #OwenWilson,1440,125,KinoCheck International,Ob7fPOzbmzE,0.13636363636363635,2017-05-24 12:48:52,True,True
2017-05-24T12:50:51,Nice Story ! 👍😀👌👏✊👊💪,20,5,Clenjus Dsouza,Ob7fPOzbmzE,0.75,2017-05-24 12:50:51,True,True
2017-05-24T12:53:25,Loved the book!,0,0,IdioticTV,Ob7fPOzbmzE,0.875,2017-05-24 12:53:25,True,True
2017-05-24T12:53:38,Oh look it's Rocky Dennis all over again,0,2,Jan St.,Ob7fPOzbmzE,0.0,2017-05-24 12:53:38,True,True
2017-05-24T12:56:25,Nice story too bad real life is shitty and people are shitty,2095,68,Anonym Andersson,Ob7fPOzbmzE,0.03333333333333338,2017-05-24 12:56:25,True,True
2017-05-24T13:04:14,Wow I cried on the fucking trailer,0,0,Omari Roland,Ob7fPOzbmzE,-0.25,2017-05-24 13:04:14,True,True
2017-05-24T13:04:41,Just watching the trailer made me cry 😭,1518,53,Diggs Will,Ob7fPOzbmzE,0.0,2017-05-24 13:04:41,True,True
2017-05-24T13:05:42,"1:42 I saw you, Saul.",0,0,Sky1ceb3rg,Ob7fPOzbmzE,0.0,2017-05-24 13:05:42,True,True
2017-05-24T13:05:45,You should do a plastic surgery...,4,3,Julus Voge,Ob7fPOzbmzE,0.0,2017-05-24 13:05:45,True,True
2017-05-24T13:05:46,dont know why but i love this kind of movies😁😁👏,92,5,Nespresso What Else?,Ob7fPOzbmzE,0.55,2017-05-24 13:05:46,True,True
2017-05-24T13:07:08,This is beautiful. <3,1,0,KE,Ob7fPOzbmzE,0.925,2017-05-24 13:07:08,True,True
2017-05-24T13:08:27,its dark,0,0,muka og,Ob7fPOzbmzE,-0.15,2017-05-24 13:08:27,True,True
2017-05-24T13:09:03,Seems nice :),0,0,Jarmo Plaas,Ob7fPOzbmzE,0.55,2017-05-24 13:09:03,True,True
2017-05-24T13:15:36,"*Sees thumbnail and title, clicks.* Finally, a good movie with actual meaning.",314,14,KE,Ob7fPOzbmzE,0.35,2017-05-24 13:15:36,True,True
2017-05-24T13:18:10,"text ""Looks good?"" in this trailer is inappropriate xDD",0,0,Janomilian,Ob7fPOzbmzE,0.7,2017-05-24 13:18:10,True,True
2017-05-24T13:18:17,I read this in fifth grade,1,0,ok bruh,Ob7fPOzbmzE,0.0,2017-05-24 13:18:17,True,True
2017-05-24T13:23:06,"If only he wore that stormtrooper helmet and in the end, his whole class welcomed him by all wearing the same hel- oh wait.",0,0,Daniel B.,Ob7fPOzbmzE,0.06666666666666667,2017-05-24 13:23:06,True,True
2017-05-24T13:27:18,I prefer to watch the emoji movie,0,1,marsh,Ob7fPOzbmzE,0.0,2017-05-24 13:27:18,True,True
2017-05-24T13:27:40,Why is Owen Wilson in it!!! He is shit,0,0,Alex Roger,Ob7fPOzbmzE,-0.2,2017-05-24 13:27:40,True,True
2017-05-24T13:31:12,Omg omg yes yes yes! They finally released a movie about the book!! I can't wait to see it soon!!!,0,0,Cherry Pie,Ob7fPOzbmzE,0.0,2017-05-24 13:31:12,True,True
2017-05-24T13:32:07,so they just showed whole story in the trailer?,0,0,TheLindeN,Ob7fPOzbmzE,0.2,2017-05-24 13:32:07,True,True
2017-05-24T13:32:30,"k, who else cried? T_T",190,11,Nikkimomo,Ob7fPOzbmzE,0.0,2017-05-24 13:32:30,True,True
2017-05-24T13:35:54,"I got emotional just cause of the trailer, i have to watch it. I love that kids attitude",0,0,Edwin Maina,Ob7fPOzbmzE,0.25,2017-05-24 13:35:54,True,True
2017-05-24T13:37:50,"Where im from , he would have been put down at birth.",0,0,Marko Peric,Ob7fPOzbmzE,-0.15555555555555559,2017-05-24 13:37:50,True,True
2017-05-24T13:38:57,"You have to say it cause you my mom, I literally cry",0,0,bobbydan rakan,Ob7fPOzbmzE,0.0,2017-05-24 13:38:57,True,True
2017-05-24T13:39:04,Oh wow! My son's nose is broken too.,0,0,lewis millar,Ob7fPOzbmzE,-0.1375,2017-05-24 13:39:04,True,True
2017-05-24T13:41:41,"i fell that everyday, i m not normal how other are and i know that pain, even in that movie",0,0,Stefan,Ob7fPOzbmzE,-0.13333333333333333,2017-05-24 13:41:41,True,True
2017-05-24T13:42:45,Okayyy that made me cry.....😞😪.....why this world is a full.of cruel ppl??!,0,0,Vib Jay,Ob7fPOzbmzE,-1.0,2017-05-24 13:42:45,True,True
2017-05-24T13:43:11,YASS!  I loved this book so much and i'm so exited for the movie. It looks like it is going to be awesome,0,0,plopus andante,Ob7fPOzbmzE,0.6333333333333333,2017-05-24 13:43:11,True,True
2017-05-24T13:43:20,I remember reading the book its a good story but trailer spoiled most of it I also wonder if they will do the Julian chapter from the book,0,0,Kitzhie,Ob7fPOzbmzE,0.6,2017-05-24 13:43:20,True,True
2017-05-24T13:43:35,I got something in my eyes. its really dusty in here. wow sad but happy ending uuuufff,0,0,Samuel Lafontaine,Ob7fPOzbmzE,0.0,2017-05-24 13:43:35,True,True
2017-05-24T13:43:40,I finished the book just yesterday. I didn't even know there would be a movie! Trailer looks amazing and has so many scenes directly taken from the book. It's an incredible story with an insanely strong message. Can't wait to see this!,0,0,Ece Ekici,Ob7fPOzbmzE,0.5283333333333333,2017-05-24 13:43:40,True,True
2017-05-24T13:44:07,"Oh cool, didn't know i had to cry so early.",0,0,enrique ricalde,Ob7fPOzbmzE,0.22499999999999998,2017-05-24 13:44:07,True,True
2017-05-24T13:46:33,"Yessssss i just got the stranger things add, that must mean it's back",0,0,Dian Bester,Ob7fPOzbmzE,-0.15625,2017-05-24 13:46:33,True,True
2017-05-24T13:46:40,Looks promising.,0,0,PapaSteel,Ob7fPOzbmzE,0.2,2017-05-24 13:46:40,True,True
2017-05-24T13:47:31,thats some sad ish.,0,0,clif keen,Ob7fPOzbmzE,-0.5,2017-05-24 13:47:31,True,True
