timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2018-01-24T11:03:48,No stand for April,521,6,Karen Jefferson,ruX-PES5FSI,0.0,2018-01-24 11:03:48,True,True
2018-01-24T11:13:21,Here just for Katherine,43,0,Chaitanya Gawade,ruX-PES5FSI,0.0,2018-01-24 11:13:21,True,True
2018-01-24T12:27:49,I bet it's his friend,6,9,Kewlbeanse,ruX-PES5FSI,0.0,2018-01-24 12:27:49,True,True
2018-01-24T13:56:26,I think this trailer gives A LOT of spoilers,4551,32,Tomas Saez,ruX-PES5FSI,0.0,2018-01-24 13:56:26,True,True
2018-01-24T15:16:59,NICK BOI ROBINSON 💞,75,0,yağmur :,ruX-PES5FSI,0.0,2018-01-24 15:16:59,True,True
2018-01-24T16:01:00,It comes out on my birthday omggg,35,8,Bailey Rizzo,ruX-PES5FSI,0.0,2018-01-24 16:01:00,True,True
2018-01-24T16:48:17,HANNAHHHH!!!,534,8,Officially K Marie,ruX-PES5FSI,0.0,2018-01-24 16:48:17,True,True
2018-01-24T17:15:03,IM,1,1,belle!,ruX-PES5FSI,0.0,2018-01-24 17:15:03,True,True
2018-01-24T17:48:49,Blue's voice is miles heizer,179,11,naxxo pavez,ruX-PES5FSI,0.0,2018-01-24 17:48:49,True,True
2018-01-24T17:55:59,Too bad life's not a movie...,790,20,Roy Moreno,ruX-PES5FSI,-0.6999999999999998,2018-01-24 17:55:59,True,True
2018-01-24T18:17:29,LOVE IT SO MUCH,1,0,Lisa Jung,ruX-PES5FSI,0.35,2018-01-24 18:17:29,True,True
2018-01-24T18:18:16,I guess they changed the book a bit.,447,29,Mete Yıldırım,ruX-PES5FSI,0.0,2018-01-24 18:18:16,True,True
2018-01-24T18:43:39,STOP IT MY HEART HURTS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,137,3,Dom Wyatt,ruX-PES5FSI,0.0,2018-01-24 18:43:39,True,True
2018-01-24T21:13:46,Why isn't it coming out around valentines day?,818,10,Aliyah J.,ruX-PES5FSI,0.0,2018-01-24 21:13:46,True,True
2018-01-25T02:11:45,The OST should have a Troye Sivan song like srsly 😍,427,9,Evafamia Langstodir,ruX-PES5FSI,0.0,2018-01-25 02:11:45,True,True
2018-01-25T07:56:23,WHY APRIL?! WHY DO WE HAVE TO WAIT LONGER THAN PEOPLE IN AMERICA?!,0,2,izzy k. hill,ruX-PES5FSI,0.0,2018-01-25 07:56:23,True,True
2018-01-25T12:36:40,So they forced him out of the closet?? wtf that's the worst!! It's gonna be an interesting movie.,3,0,21:21,ruX-PES5FSI,-0.325,2018-01-25 12:36:40,True,True
2018-01-26T02:19:25,what I sent that good that he what u want to be,0,0,Zaraeah Hardin,ruX-PES5FSI,0.7,2018-01-26 02:19:25,True,True
2018-01-26T14:31:50,So gay.,0,2,bradieee,ruX-PES5FSI,0.4166666666666667,2018-01-26 14:31:50,True,True
2018-01-26T15:53:00,This is going to be soooo great 👌👌😍😍👆,2,0,xoxo Teri,ruX-PES5FSI,0.8,2018-01-26 15:53:00,True,True
2018-01-27T14:49:13,"""Why is straight the default?"" ummmm...'cause it is? Being Gay isn't the norm. Not bashing the LGBT community. It's just not the way most people are wired. The majority of the world's population are straight people. So you could argue that being straight is the default.",3,3,Beckiesue Sim,ruX-PES5FSI,0.30333333333333334,2018-01-27 14:49:13,True,True
2018-01-27T15:54:41,Last secene ws funny,0,0,Rigel L.,ruX-PES5FSI,0.125,2018-01-27 15:54:41,True,True
